,text,labels
1012,"for data point id eighty-two, how would i change the prediction?",O O O O B-id O O O O O O
1013,where in the data do we have a member?,O O O O O O O B-includetoken I-includetoken
1014,show me nine counterfactuals for instance 340.,O O B-number O O O B-id
1015,how do i change the prediction for the data point with id number 520?,O O O O O O O O O O O O O B-id
1016,show me the item ids on the training data,O O O O O O O O O
1017,expound on id 755 with an explanation,O O O B-id O O O
1018,tell me a bit more about what i can do here,O O O O O O O O O O O
1019,why do you predict instance 92?,O O O O O B-id
1020,what's the reason the model predicts this label for id 240,O O O O O O O O O O B-id
1021,in what ways do you determine if data will be predicted 0?,O O O O O O O O O O O B-class_names
1022,primary features of data point 66,O O O O O B-id
1023,how likely is it id one hundred and forty-nine is non-offensive?,O O O O O B-id I-id I-id I-id O B-class_names
1024,can you show me the npv on the evaluation data?,O O O O O B-metric O O B-data_type O
1025,nice! could you give me the test prec on the testing data?,O O O O O O O B-metric O O B-data_type O
1026,please show me id 114,O O O O B-id
1027,show me 4 similar examples to id 263.,O O B-number O O O O B-id
1028,how accurate is the model on all the data?,O O O O O O O O O
1029,"what are the instances that have ""this apartment"" included?",O O O O O O B-includetoken I-includetoken O
1030,could you show me how to change the prediction for the data point 66?,O O O O O O O O O O O O O B-id
1031,"for data point number 488, how did the model arrive at the prediction decision and what could i do to change this predictions?",O O O O B-id O O O O O O O O O O O O O O O O O O
1032,"are there any instances with ""minutes ' time""?",O O O O O B-includetoken I-includetoken I-includetoken
1033,classes for the instances that include that problem?,O O O O O O B-includetoken I-includetoken
1034,i meant what is the f1 score on the training data,O O O O O B-metric O O O B-data_type O
1035,what do we predict for instance with id 651?,O O O O O O O O B-id
1036,what about the model?,O O O O
1037,please provide more examples that are similar to id 325.,O O O O O O O O O B-id
1038,what are you?,O O O
1039,show me a data point that is analogous to id 664.,O O O O O O O O O O B-id
1040,show me the features,O O O O
1041,some counterfactuals for 864.,O O O B-id
1042,tell me about the model,O O O O O
1043,flip prediction class data point 685,O O O O O B-id
1044,give an overview of the data.,O O O O O O
1045,show me the results for eight hundred and two.,O O O O O B-id I-id I-id I-id
1046,i need an explanation,O O O O
1047,retrieve an instance that is similar to id six hundred and fifteen.,O O O O O O O O B-id I-id I-id I-id
1048,what are the counterfactual examples for instance id 767.,O O O O O O O O B-id
1049,what are the data labels for What time,O O O O O O B-includetoken I-includetoken
1050,"i would like to see all instances that incorporate word ""The next step"".",O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1051,please tell me what you are and what you do!,O O O O O O O O O O
1052,what are the top two most important features for the models predictions?,O O O O O O O O O O O O
1053,what's the likelihood of false?,O O O O B-class_names
1054,what are the counterfactual examples for instance id 692.,O O O O O O O O B-id
1055,explain id 755 with rationale,O O B-id O O
1056,could you show me a few examples you get incorrect for more than half,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1057,rationalize the prediction for id 440,O O O O O B-id
1058,how accurate is the model on all the data?,O O O O O O O O O
1059,"can you display all occurrences that contain word ""the next step"".",O O O O O O O O B-includetoken I-includetoken I-includetoken
1060,how can we interact?,O O O O
1061,could you please tell me the predictions for id 159 and what you have to do to flip the prediction?,O O O O O O O O O B-id O O O O O O O O O O
1062,predict 85,O B-id
1063,i would like to see all instances that incorporate word a replacement.,O O O O O O O O O O B-includetoken I-includetoken
1064,most impactful feature for data point 240?,O O O O O O B-id
1065,does the model predict passengers correctly?,O O O O B-includetoken O
1066,what errors does the model typically make on the data?,O O O O O O O O O O
1067,what is the prediction for data point number 605?,O O O O O O O O B-id
1068,show common keywords,O O O
1069,what's the function of this? what's the data?,O O O O O O O O
1070,can you display all cases that comprise the term a commission?,O O O O O O O O O B-includetoken I-includetoken
1071,features that are not important for predictions,O O O O O O O
1072,could you show me a few examples of data that you get wrong?,O O O O O O O O O O O O O
1073,give an account for id 516 with justification,O O O O O B-id O O
1074,nice! could you give me the test f 1?,O O O O O O O B-metric I-metric
1075,please provide me with 3 examples that are similar to id 296.,O O O O B-number O O O O O O B-id
1076,what about examples that look like 767.,O O O O O O B-id
1077,explain id eight hundred and forty-four and provide a rationale,O O B-id I-id I-id I-id O O O O
1078,"where in the data does ""water dispenser"" appear?",O O O O O B-includetoken I-includetoken O
1079,give me the roc on the data,O O O B-metric O O O
1080,what are you?,O O O
1081,how did the model predict this?,O O O O O O
1082,i would like to see all instances that incorporate the phrase nine different cockroaches.,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1083,what is the predicted label for sample id 274?,O O O O O O O O B-id
1084,what are the top ten influential features for ids 755 and 591,O O O O B-number O O O O B-id O B-id
1085,i'd like to know what are the ground truth labels,O O O O O O O O O O
1086,show me the data point with id six hundred and fifteen,O O O O O O O B-id I-id I-id I-id
1087,can you show me the f1 score on the test data?,O O O O O B-metric O O O B-data_type O
1088,probability of id 694 predicted neutral?,O O O B-id O B-class_names
1089,how many data points have our commission in it,O O O O O B-includetoken I-includetoken O O
1090,show me the labels,O O O O
1091,"are there any instances with ""a replacement""?",O O O O O B-includetoken I-includetoken
1092,what's the gold label for any night tours,O O O O O B-includetoken I-includetoken I-includetoken
1093,how accurate is the model over all the instances in the data?,O O O O O O O O O O O O
1094,what are the gold target frequencies,O O O O O O
1095,show me the labels,O O O O
1096,what's the rate you do correct predictions?,O O O O O O O
1097,i meant what is the f 1 score on the dev data,O O O O O B-metric I-metric O O O B-data_type O
1098,what are the predictions for id 873?,O O O O O O B-id
1099,does a change appear in the dataset?,O B-includetoken I-includetoken O O O O
1100,give me an example that is similar to id 487.,O O O O O O O O O B-id
1101,show me all cases that involve the term the security deposit.,O O O O O O O O B-includetoken I-includetoken I-includetoken
1102,give an account for id 362 with justification,O O O O O B-id O O
1103,what is this chat?,O O O O
1104,what is the probability that id 396 is predicted as offensive by the model?,O O O O O O B-id O O O B-class_names O O O
1105,show me how to flip model's predictions for id 387.,O O O O O O O O O B-id
1106,what data points does the model typically predict mistakenly on texts with your right?,O O O O O O O O O O O O B-includetoken I-includetoken
1107,show me similar examples to id 819.,O O O O O O B-id
1108,"for 159, please show me the values of the features.",O B-id O O O O O O O O
1109,what's the number of data points that operation took into consideration?,O O O O O O O O O O O
