text,labels
please provide me with all examples that incorporate the words the bulletin.,0
could you describe the data a bit more?,5
can you display all occurrences that contain word photocopies.,0
what's the model?,8
what's the data,5
what is the way to change the prediction for the data point with the id number 477?,1
nice. i'm pretty satisfied with the prediction of id seven hundred and forty-one. but could you tell me how to change the prediction?,1
could you show me an instance that is similar to id 440?,2
show me some data you predict incorrectly,13
tell me a bit more about the data please.,5
please give me 6 examples that are similar to id 987.,2
could you show me a few examples with 100 percent chance you get incorrect,13
tell me the number data the model predicts falsely?,13
"when determining offensive, what is your roc score?",10
could you tell me how to change the prediction point for data point one hundred and forty-seven?,1
what about counterfactuals for 692.,1
could you show me more samples similar to 960?,2
"what are the sentences that include ""nine different cockroaches""?",0
how do i change the prediction for the data point with the id number 767?,1
could you please show me 1 counterfactuals for id 979?,1
what are the counterfactual examples for instance id 196.,1
show me the item ids on the training data,11
can you provide me with all occurrences that comprise word minutes ' time.,0
what are the top 8 features for the model's prediction on data point 66?,15
which data is used for training the model?,5
what's the positive predictive value for instances containing Class?,10
